-3.14159,1.91357,-2.0944,
-2.96077,1.91357,-2.0944,
-2.61799,1.91357,-2.0944,
-2.27522,1.91357,-2.0944,
-2.0944,1.91357,-2.0944,
-3.14159,2.0944,-2.0944,
-2.96077,2.0944,-2.0944,
-2.61799,2.0944,-2.0944,
-2.27522,2.0944,-2.0944,
-2.0944,2.0944,-2.0944,
-3.14159,1.0472,-2.0944,
-2.96077,1.0472,-2.0944,
-2.61799,1.0472,-2.0944,
-2.27522,1.0472,-2.0944,
-2.0944,1.0472,-2.0944,
-3.14159,1.22802,-2.0944,
-2.96077,1.22802,-2.0944,
-2.61799,1.22802,-2.0944,
-2.27522,1.22802,-2.0944,
-2.0944,1.22802,-2.0944,
-3.14159,1.5708,-2.0944,
-2.96077,1.5708,-2.0944,
-2.61799,1.5708,-2.0944,
-2.27522,1.5708,-2.0944,
-2.0944,1.5708,-2.0944,
-3.14159,1.91357,-2.0944,
-2.96077,1.91357,-2.0944,
-2.61799,1.91357,-2.0944,
-2.27522,1.91357,-2.0944,
-2.0944,1.91357,-2.0944,
-3.14159,2.0944,-2.0944,
-2.96077,2.0944,-2.0944,
-2.61799,2.0944,-2.0944,
-2.27522,2.0944,-2.0944,
-2.0944,2.0944,-2.0944,
-3.14159,1.0472,-1.91357,
-2.96077,1.0472,-1.91357,
-2.61799,1.0472,-1.91357,
-2.27522,1.0472,-1.91357,
-2.0944,1.0472,-1.91357,
-3.14159,1.22802,-1.91357,
-2.96077,1.22802,-1.91357,
-2.61799,1.22802,-1.91357,
-2.27522,1.22802,-1.91357,
-2.0944,1.22802,-1.91357,
-3.14159,1.5708,-1.91357,
-2.96077,1.5708,-1.91357,
-2.61799,1.5708,-1.91357,
-2.27522,1.5708,-1.91357,
-2.0944,1.5708,-1.91357,
-3.14159,1.91357,-1.91357,
-2.96077,1.91357,-1.91357,
-2.61799,1.91357,-1.91357,
-2.27522,1.91357,-1.91357,
-2.0944,1.91357,-1.91357,
-3.14159,2.0944,-1.91357,
-2.96077,2.0944,-1.91357,
-2.61799,2.0944,-1.91357,
-2.27522,2.0944,-1.91357,
-2.0944,2.0944,-1.91357,
-3.14159,1.0472,-1.5708,
-2.96077,1.0472,-1.5708,
-2.61799,1.0472,-1.5708,
-2.27522,1.0472,-1.5708,
-2.0944,1.0472,-1.5708,
-3.14159,1.22802,-1.5708,
-2.96077,1.22802,-1.5708,
-2.61799,1.22802,-1.5708,
-2.27522,1.22802,-1.5708,
-2.0944,1.22802,-1.5708,
-3.14159,1.5708,-1.5708,
-2.96077,1.5708,-1.5708,
-2.61799,1.5708,-1.5708,
-2.27522,1.5708,-1.5708,
-2.0944,1.5708,-1.5708,
-3.14159,1.91357,-1.5708,
-2.96077,1.91357,-1.5708,
-2.61799,1.91357,-1.5708,
-2.27522,1.91357,-1.5708,
-2.0944,1.91357,-1.5708,
-3.14159,2.0944,-1.5708,
-2.96077,2.0944,-1.5708,
-2.61799,2.0944,-1.5708,
-2.27522,2.0944,-1.5708,
-2.0944,2.0944,-1.5708,
-3.14159,1.0472,-1.22802,
-2.96077,1.0472,-1.22802,
-2.61799,1.0472,-1.22802,
-2.27522,1.0472,-1.22802,
-2.0944,1.0472,-1.22802,
-3.14159,1.22802,-1.22802,
-2.96077,1.22802,-1.22802,
-2.61799,1.22802,-1.22802,
-2.27522,1.22802,-1.22802,
-2.0944,1.22802,-1.22802,
-3.14159,1.5708,-1.22802,
-2.96077,1.5708,-1.22802,
-2.61799,1.5708,-1.22802,
-2.27522,1.5708,-1.22802,
-2.0944,1.5708,-1.22802,
-3.14159,1.91357,-1.22802,
-2.96077,1.91357,-1.22802,
-2.61799,1.91357,-1.22802,
-2.27522,1.91357,-1.22802,
-2.0944,1.91357,-1.22802,
-3.14159,2.0944,-1.22802,
-2.96077,2.0944,-1.22802,
-2.61799,2.0944,-1.22802,
-2.27522,2.0944,-1.22802,
-2.0944,2.0944,-1.22802,
-3.14159,1.0472,-1.0472,
-2.96077,1.0472,-1.0472,
-2.61799,1.0472,-1.0472,
-2.27522,1.0472,-1.0472,
-2.0944,1.0472,-1.0472,
-3.14159,1.22802,-1.0472,
-2.96077,1.22802,-1.0472,
-2.61799,1.22802,-1.0472,
-2.27522,1.22802,-1.0472,
-2.0944,1.22802,-1.0472,
-3.14159,1.5708,-1.0472,
-2.96077,1.5708,-1.0472,
-2.61799,1.5708,-1.0472,
-2.27522,1.5708,-1.0472,
-2.0944,1.5708,-1.0472,
-3.14159,1.91357,-1.0472,
-2.96077,1.91357,-1.0472,
-2.61799,1.91357,-1.0472,
-2.27522,1.91357,-1.0472,
-2.0944,1.91357,-1.0472,
-3.14159,2.0944,-1.0472,
-2.96077,2.0944,-1.0472,
-2.61799,2.0944,-1.0472,
-2.27522,2.0944,-1.0472,
-2.0944,2.0944,-1.0472,
-3.14159,1.0472,-1.0472,
-2.96077,1.0472,-1.0472,
-2.61799,1.0472,-1.0472,
-2.27522,1.0472,-1.0472,
-2.0944,1.0472,-1.0472,
-3.14159,1.22802,-1.0472,
-2.96077,1.22802,-1.0472,
-2.61799,1.22802,-1.0472,
-2.27522,1.22802,-1.0472,
-2.0944,1.22802,-1.0472,
-3.14159,1.5708,-1.0472,
-2.96077,1.5708,-1.0472,
-2.61799,1.5708,-1.0472,
-2.27522,1.5708,-1.0472,
-2.0944,1.5708,-1.0472,
-3.14159,1.91357,-1.0472,
-2.96077,1.91357,-1.0472,
-2.61799,1.91357,-1.0472,
-2.27522,1.91357,-1.0472,
-2.0944,1.91357,-1.0472,
-3.14159,2.0944,-1.0472,
-2.96077,2.0944,-1.0472,
-2.61799,2.0944,-1.0472,
-2.27522,2.0944,-1.0472,
-2.0944,2.0944,-1.0472,
-3.14159,1.0472,-0.866375,
-2.96077,1.0472,-0.866375,
-2.61799,1.0472,-0.866375,
-2.27522,1.0472,-0.866375,
-2.0944,1.0472,-0.866375,
-3.14159,1.22802,-0.866375,
-2.96077,1.22802,-0.866375,
-2.61799,1.22802,-0.866375,
-2.27522,1.22802,-0.866375,
-2.0944,1.22802,-0.866375,
-3.14159,1.5708,-0.866375,
-2.96077,1.5708,-0.866375,
-2.61799,1.5708,-0.866375,
-2.27522,1.5708,-0.866375,
-2.0944,1.5708,-0.866375,
-3.14159,1.91357,-0.866375,
-2.96077,1.91357,-0.866375,
-2.61799,1.91357,-0.866375,
-2.27522,1.91357,-0.866375,
-2.0944,1.91357,-0.866375,
-3.14159,2.0944,-0.866375,
-2.96077,2.0944,-0.866375,
-2.61799,2.0944,-0.866375,
-2.27522,2.0944,-0.866375,
-2.0944,2.0944,-0.866375,
-3.14159,1.0472,-0.523599,
-2.96077,1.0472,-0.523599,
-2.61799,1.0472,-0.523599,
-2.27522,1.0472,-0.523599,
-2.0944,1.0472,-0.523599,
-3.14159,1.22802,-0.523599,
-2.96077,1.22802,-0.523599,
-2.61799,1.22802,-0.523599,
-2.27522,1.22802,-0.523599,
-2.0944,1.22802,-0.523599,
-3.14159,1.5708,-0.523599,
-2.96077,1.5708,-0.523599,
-2.61799,1.5708,-0.523599,
-2.27522,1.5708,-0.523599,
-2.0944,1.5708,-0.523599,
-3.14159,1.91357,-0.523599,
-2.96077,1.91357,-0.523599,
-2.61799,1.91357,-0.523599,
-2.27522,1.91357,-0.523599,
-2.0944,1.91357,-0.523599,
-3.14159,2.0944,-0.523599,
-2.96077,2.0944,-0.523599,
-2.61799,2.0944,-0.523599,
-2.27522,2.0944,-0.523599,
-2.0944,2.0944,-0.523599,
-3.14159,1.0472,-0.180823,
-2.96077,1.0472,-0.180823,
-2.61799,1.0472,-0.180823,
-2.27522,1.0472,-0.180823,
-2.0944,1.0472,-0.180823,
-3.14159,1.22802,-0.180823,
-2.96077,1.22802,-0.180823,
-2.61799,1.22802,-0.180823,
-2.27522,1.22802,-0.180823,
-2.0944,1.22802,-0.180823,
-3.14159,1.5708,-0.180823,
-2.96077,1.5708,-0.180823,
-2.61799,1.5708,-0.180823,
-2.27522,1.5708,-0.180823,
-2.0944,1.5708,-0.180823,
-3.14159,1.91357,-0.180823,
-2.96077,1.91357,-0.180823,
-2.61799,1.91357,-0.180823,
-2.27522,1.91357,-0.180823,
-2.0944,1.91357,-0.180823,
-3.14159,2.0944,-0.180823,
-2.96077,2.0944,-0.180823,
-2.61799,2.0944,-0.180823,
-2.27522,2.0944,-0.180823,
-2.0944,2.0944,-0.180823,
-3.14159,1.0472,0,
-2.96077,1.0472,0,
-2.61799,1.0472,0,
-2.27522,1.0472,0,
-2.0944,1.0472,0,
-3.14159,1.22802,0,
-2.96077,1.22802,0,
-2.61799,1.22802,0,
-2.27522,1.22802,0,
-2.0944,1.22802,0,
-3.14159,1.5708,0,
-2.96077,1.5708,0,
-2.61799,1.5708,0,
-2.27522,1.5708,0,
-2.0944,1.5708,0,
-3.14159,1.91357,0,
-2.96077,1.91357,0,
-2.61799,1.91357,0,
-2.27522,1.91357,0,
-2.0944,1.91357,0,
-3.14159,2.0944,0,
-2.96077,2.0944,0,
-2.61799,2.0944,0,
-2.27522,2.0944,0,
-2.0944,2.0944,0,
-3.14159,1.0472,0,
-2.96077,1.0472,0,
-2.61799,1.0472,0,
-2.27522,1.0472,0,
-2.0944,1.0472,0,
-3.14159,1.22802,0,
-2.96077,1.22802,0,
-2.61799,1.22802,0,
-2.27522,1.22802,0,
-2.0944,1.22802,0,
-3.14159,1.5708,0,
-2.96077,1.5708,0,
-2.61799,1.5708,0,
-2.27522,1.5708,0,
-2.0944,1.5708,0,
-3.14159,1.91357,0,
-2.96077,1.91357,0,
-2.61799,1.91357,0,
-2.27522,1.91357,0,
-2.0944,1.91357,0,
-3.14159,2.0944,0,
-2.96077,2.0944,0,
-2.61799,2.0944,0,
-2.27522,2.0944,0,
-2.0944,2.0944,0,
-3.14159,1.0472,0.180823,
-2.96077,1.0472,0.180823,
-2.61799,1.0472,0.180823,
-2.27522,1.0472,0.180823,
-2.0944,1.0472,0.180823,
-3.14159,1.22802,0.180823,
-2.96077,1.22802,0.180823,
-2.61799,1.22802,0.180823,
-2.27522,1.22802,0.180823,
-2.0944,1.22802,0.180823,
-3.14159,1.5708,0.180823,
-2.96077,1.5708,0.180823,
-2.61799,1.5708,0.180823,
-2.27522,1.5708,0.180823,
-2.0944,1.5708,0.180823,
-3.14159,1.91357,0.180823,
-2.96077,1.91357,0.180823,
-2.61799,1.91357,0.180823,
-2.27522,1.91357,0.180823,
-2.0944,1.91357,0.180823,
-3.14159,2.0944,0.180823,
-2.96077,2.0944,0.180823,
-2.61799,2.0944,0.180823,
-2.27522,2.0944,0.180823,
-2.0944,2.0944,0.180823,
-3.14159,1.0472,0.523599,
-2.96077,1.0472,0.523599,
-2.61799,1.0472,0.523599,
-2.27522,1.0472,0.523599,
-2.0944,1.0472,0.523599,
-3.14159,1.22802,0.523599,
-2.96077,1.22802,0.523599,
-2.61799,1.22802,0.523599,
-2.27522,1.22802,0.523599,
-2.0944,1.22802,0.523599,
-3.14159,1.5708,0.523599,
-2.96077,1.5708,0.523599,
-2.61799,1.5708,0.523599,
-2.27522,1.5708,0.523599,
-2.0944,1.5708,0.523599,
-3.14159,1.91357,0.523599,
-2.96077,1.91357,0.523599,
-2.61799,1.91357,0.523599,
-2.27522,1.91357,0.523599,
-2.0944,1.91357,0.523599,
-3.14159,2.0944,0.523599,
-2.96077,2.0944,0.523599,
-2.61799,2.0944,0.523599,
-2.27522,2.0944,0.523599,
-2.0944,2.0944,0.523599,
-3.14159,1.0472,0.866375,
-2.96077,1.0472,0.866375,
-2.61799,1.0472,0.866375,
-2.27522,1.0472,0.866375,
-2.0944,1.0472,0.866375,
-3.14159,1.22802,0.866375,
-2.96077,1.22802,0.866375,
-2.61799,1.22802,0.866375,
-2.27522,1.22802,0.866375,
-2.0944,1.22802,0.866375,
-3.14159,1.5708,0.866375,
-2.96077,1.5708,0.866375,
-2.61799,1.5708,0.866375,
-2.27522,1.5708,0.866375,
-2.0944,1.5708,0.866375,
-3.14159,1.91357,0.866375,
-2.96077,1.91357,0.866375,
-2.61799,1.91357,0.866375,
-2.27522,1.91357,0.866375,
-2.0944,1.91357,0.866375,
-3.14159,2.0944,0.866375,
-2.96077,2.0944,0.866375,
-2.61799,2.0944,0.866375,
-2.27522,2.0944,0.866375,
-2.0944,2.0944,0.866375,
-3.14159,1.0472,1.0472,
-2.96077,1.0472,1.0472,
-2.61799,1.0472,1.0472,
-2.27522,1.0472,1.0472,
-2.0944,1.0472,1.0472,
-3.14159,1.22802,1.0472,
-2.96077,1.22802,1.0472,
-2.61799,1.22802,1.0472,
-2.27522,1.22802,1.0472,
-2.0944,1.22802,1.0472,
-3.14159,1.5708,1.0472,
-2.96077,1.5708,1.0472,
-2.61799,1.5708,1.0472,
-2.27522,1.5708,1.0472,
-2.0944,1.5708,1.0472,
-3.14159,1.91357,1.0472,
-2.96077,1.91357,1.0472,
-2.61799,1.91357,1.0472,
-2.27522,1.91357,1.0472,
-2.0944,1.91357,1.0472,
-3.14159,2.0944,1.0472,
-2.96077,2.0944,1.0472,
-2.61799,2.0944,1.0472,
-2.27522,2.0944,1.0472,
-2.0944,2.0944,1.0472,
-3.14159,1.0472,1.0472,
-2.96077,1.0472,1.0472,
-2.61799,1.0472,1.0472,
-2.27522,1.0472,1.0472,
-2.0944,1.0472,1.0472,
-3.14159,1.22802,1.0472,
-2.96077,1.22802,1.0472,
-2.61799,1.22802,1.0472,
-2.27522,1.22802,1.0472,
-2.0944,1.22802,1.0472,
-3.14159,1.5708,1.0472,
-2.96077,1.5708,1.0472,
-2.61799,1.5708,1.0472,
-2.27522,1.5708,1.0472,
-2.0944,1.5708,1.0472,
-3.14159,1.91357,1.0472,
-2.96077,1.91357,1.0472,
-2.61799,1.91357,1.0472,
-2.27522,1.91357,1.0472,
-2.0944,1.91357,1.0472,
-3.14159,2.0944,1.0472,
-2.96077,2.0944,1.0472,
-2.61799,2.0944,1.0472,
-2.27522,2.0944,1.0472,
-2.0944,2.0944,1.0472,
-3.14159,1.0472,1.22802,
-2.96077,1.0472,1.22802,
-2.61799,1.0472,1.22802,
-2.27522,1.0472,1.22802,
-2.0944,1.0472,1.22802,
-3.14159,1.22802,1.22802,
-2.96077,1.22802,1.22802,
-2.61799,1.22802,1.22802,
-2.27522,1.22802,1.22802,
-2.0944,1.22802,1.22802,
-3.14159,1.5708,1.22802,
-2.96077,1.5708,1.22802,
-2.61799,1.5708,1.22802,
-2.27522,1.5708,1.22802,
-2.0944,1.5708,1.22802,
-3.14159,1.91357,1.22802,
-2.96077,1.91357,1.22802,
-2.61799,1.91357,1.22802,
-2.27522,1.91357,1.22802,
-2.0944,1.91357,1.22802,
-3.14159,2.0944,1.22802,
-2.96077,2.0944,1.22802,
-2.61799,2.0944,1.22802,
-2.27522,2.0944,1.22802,
-2.0944,2.0944,1.22802,
-3.14159,1.0472,1.5708,
-2.96077,1.0472,1.5708,
-2.61799,1.0472,1.5708,
-2.27522,1.0472,1.5708,
-2.0944,1.0472,1.5708,
-3.14159,1.22802,1.5708,
-2.96077,1.22802,1.5708,
-2.61799,1.22802,1.5708,
-2.27522,1.22802,1.5708,
-2.0944,1.22802,1.5708,
-3.14159,1.5708,1.5708,
-2.96077,1.5708,1.5708,
-2.61799,1.5708,1.5708,
-2.27522,1.5708,1.5708,
-2.0944,1.5708,1.5708,
-3.14159,1.91357,1.5708,
-2.96077,1.91357,1.5708,
-2.61799,1.91357,1.5708,
-2.27522,1.91357,1.5708,
-2.0944,1.91357,1.5708,
-3.14159,2.0944,1.5708,
-2.96077,2.0944,1.5708,
-2.61799,2.0944,1.5708,
-2.27522,2.0944,1.5708,
-2.0944,2.0944,1.5708,
-3.14159,1.0472,1.91357,
-2.96077,1.0472,1.91357,
-2.61799,1.0472,1.91357,
-2.27522,1.0472,1.91357,
-2.0944,1.0472,1.91357,
-3.14159,1.22802,1.91357,
-2.96077,1.22802,1.91357,
-2.61799,1.22802,1.91357,
-2.27522,1.22802,1.91357,
-2.0944,1.22802,1.91357,
-3.14159,1.5708,1.91357,
-2.96077,1.5708,1.91357,
-2.61799,1.5708,1.91357,
-2.27522,1.5708,1.91357,
-2.0944,1.5708,1.91357,
-3.14159,1.91357,1.91357,
-2.96077,1.91357,1.91357,
-2.61799,1.91357,1.91357,
-2.27522,1.91357,1.91357,
-2.0944,1.91357,1.91357,
-3.14159,2.0944,1.91357,
-2.96077,2.0944,1.91357,
-2.61799,2.0944,1.91357,
-2.27522,2.0944,1.91357,
-2.0944,2.0944,1.91357,
-3.14159,1.0472,2.0944,
-2.96077,1.0472,2.0944,
-2.61799,1.0472,2.0944,
-2.27522,1.0472,2.0944,
-2.0944,1.0472,2.0944,
-3.14159,1.22802,2.0944,
-2.96077,1.22802,2.0944,
-2.61799,1.22802,2.0944,
-2.27522,1.22802,2.0944,
-2.0944,1.22802,2.0944,
-3.14159,1.5708,2.0944,
-2.96077,1.5708,2.0944,
-2.61799,1.5708,2.0944,
-2.27522,1.5708,2.0944,
-2.0944,1.5708,2.0944,
-3.14159,1.91357,2.0944,
-2.96077,1.91357,2.0944,
-2.61799,1.91357,2.0944,
-2.27522,1.91357,2.0944,
-2.0944,1.91357,2.0944,
-3.14159,2.0944,2.0944,
-2.96077,2.0944,2.0944,
-2.61799,2.0944,2.0944,
-2.27522,2.0944,2.0944,
-2.0944,2.0944,2.0944,
-3.14159,1.0472,2.0944,
-2.96077,1.0472,2.0944,
-2.61799,1.0472,2.0944,
-2.27522,1.0472,2.0944,
-2.0944,1.0472,2.0944,
-3.14159,1.22802,2.0944,
-2.96077,1.22802,2.0944,
-2.61799,1.22802,2.0944,
-2.27522,1.22802,2.0944,
-2.0944,1.22802,2.0944,
-3.14159,1.5708,2.0944,
-2.96077,1.5708,2.0944,
-2.61799,1.5708,2.0944,
-2.27522,1.5708,2.0944,
-2.0944,1.5708,2.0944,
-3.14159,1.91357,2.0944,
-2.96077,1.91357,2.0944,
-2.61799,1.91357,2.0944,
-2.27522,1.91357,2.0944,
-2.0944,1.91357,2.0944,
-3.14159,2.0944,2.0944,
-2.96077,2.0944,2.0944,
-2.61799,2.0944,2.0944,
-2.27522,2.0944,2.0944,
-2.0944,2.0944,2.0944,
-3.14159,1.0472,2.27522,
-2.96077,1.0472,2.27522,
-2.61799,1.0472,2.27522,
-2.27522,1.0472,2.27522,
-2.0944,1.0472,2.27522,
-3.14159,1.22802,2.27522,
-2.96077,1.22802,2.27522,
-2.61799,1.22802,2.27522,
-2.27522,1.22802,2.27522,
-2.0944,1.22802,2.27522,
-3.14159,1.5708,2.27522,
-2.96077,1.5708,2.27522,
-2.61799,1.5708,2.27522,
-2.27522,1.5708,2.27522,
-2.0944,1.5708,2.27522,
-3.14159,1.91357,2.27522,
-2.96077,1.91357,2.27522,
-2.61799,1.91357,2.27522,
-2.27522,1.91357,2.27522,
-2.0944,1.91357,2.27522,
-3.14159,2.0944,2.27522,
-2.96077,2.0944,2.27522,
-2.61799,2.0944,2.27522,
-2.27522,2.0944,2.27522,
-2.0944,2.0944,2.27522,
-3.14159,1.0472,2.61799,
-2.96077,1.0472,2.61799,
-2.61799,1.0472,2.61799,
-2.27522,1.0472,2.61799,
-2.0944,1.0472,2.61799,
-3.14159,1.22802,2.61799,
-2.96077,1.22802,2.61799,
-2.61799,1.22802,2.61799,
-2.27522,1.22802,2.61799,
-2.0944,1.22802,2.61799,
-3.14159,1.5708,2.61799,
-2.96077,1.5708,2.61799,
-2.61799,1.5708,2.61799,
-2.27522,1.5708,2.61799,
-2.0944,1.5708,2.61799,
-3.14159,1.91357,2.61799,
-2.96077,1.91357,2.61799,
-2.61799,1.91357,2.61799,
-2.27522,1.91357,2.61799,
-2.0944,1.91357,2.61799,
-3.14159,2.0944,2.61799,
-2.96077,2.0944,2.61799,
-2.61799,2.0944,2.61799,
-2.27522,2.0944,2.61799,
-2.0944,2.0944,2.61799,
-3.14159,1.0472,2.96077,
-2.96077,1.0472,2.96077,
-2.61799,1.0472,2.96077,
-2.27522,1.0472,2.96077,
-2.0944,1.0472,2.96077,
-3.14159,1.22802,2.96077,
-2.96077,1.22802,2.96077,
-2.61799,1.22802,2.96077,
-2.27522,1.22802,2.96077,
-2.0944,1.22802,2.96077,
-3.14159,1.5708,2.96077,
-2.96077,1.5708,2.96077,
-2.61799,1.5708,2.96077,
-2.27522,1.5708,2.96077,
-2.0944,1.5708,2.96077,
-3.14159,1.91357,2.96077,
-2.96077,1.91357,2.96077,
-2.61799,1.91357,2.96077,
-2.27522,1.91357,2.96077,
-2.0944,1.91357,2.96077,
-3.14159,2.0944,2.96077,
-2.96077,2.0944,2.96077,
-2.61799,2.0944,2.96077,
-2.27522,2.0944,2.96077,
-2.0944,2.0944,2.96077,
-3.14159,1.0472,3.14159,
-2.96077,1.0472,3.14159,
-2.61799,1.0472,3.14159,
-2.27522,1.0472,3.14159,
-2.0944,1.0472,3.14159,
-3.14159,1.22802,3.14159,
-2.96077,1.22802,3.14159,
-2.61799,1.22802,3.14159,
-2.27522,1.22802,3.14159,
-2.0944,1.22802,3.14159,
-3.14159,1.5708,3.14159,
-2.96077,1.5708,3.14159,
-2.61799,1.5708,3.14159,
-2.27522,1.5708,3.14159,
-2.0944,1.5708,3.14159,
-3.14159,1.91357,3.14159,
-2.96077,1.91357,3.14159,
-2.61799,1.91357,3.14159,
-2.27522,1.91357,3.14159,
-2.0944,1.91357,3.14159,
-3.14159,2.0944,3.14159,
-2.96077,2.0944,3.14159,
-2.61799,2.0944,3.14159,
-2.27522,2.0944,3.14159,
-2.0944,2.0944,3.14159,
-3.14159,2.0944,-3.14159,
-2.96077,2.0944,-3.14159,
-2.61799,2.0944,-3.14159,
-2.27522,2.0944,-3.14159,
-2.0944,2.0944,-3.14159,
-3.14159,2.27522,-3.14159,
-2.96077,2.27522,-3.14159,
-2.61799,2.27522,-3.14159,
-2.27522,2.27522,-3.14159,
-2.0944,2.27522,-3.14159,
-3.14159,2.61799,-3.14159,
-2.96077,2.61799,-3.14159,
-2.61799,2.61799,-3.14159,
-2.27522,2.61799,-3.14159,
-2.0944,2.61799,-3.14159,
-3.14159,2.96077,-3.14159,
-2.96077,2.96077,-3.14159,
-2.61799,2.96077,-3.14159,
-2.27522,2.96077,-3.14159,
-2.0944,2.96077,-3.14159,
-3.14159,3.14159,-3.14159,
-2.96077,3.14159,-3.14159,
-2.61799,3.14159,-3.14159,
-2.27522,3.14159,-3.14159,
-2.0944,3.14159,-3.14159,
-3.14159,2.0944,-2.96077,
-2.96077,2.0944,-2.96077,
-2.61799,2.0944,-2.96077,
-2.27522,2.0944,-2.96077,
-2.0944,2.0944,-2.96077,
-3.14159,2.27522,-2.96077,
-2.96077,2.27522,-2.96077,
-2.61799,2.27522,-2.96077,
-2.27522,2.27522,-2.96077,
-2.0944,2.27522,-2.96077,
-3.14159,2.61799,-2.96077,
-2.96077,2.61799,-2.96077,
-2.61799,2.61799,-2.96077,
-2.27522,2.61799,-2.96077,
-2.0944,2.61799,-2.96077,
-3.14159,2.96077,-2.96077,
-2.96077,2.96077,-2.96077,
-2.61799,2.96077,-2.96077,
-2.27522,2.96077,-2.96077,
-2.0944,2.96077,-2.96077,
-3.14159,3.14159,-2.96077,
-2.96077,3.14159,-2.96077,
-2.61799,3.14159,-2.96077,
-2.27522,3.14159,-2.96077,
-2.0944,3.14159,-2.96077,
-3.14159,2.0944,-2.61799,
-2.96077,2.0944,-2.61799,
-2.61799,2.0944,-2.61799,
-2.27522,2.0944,-2.61799,
-2.0944,2.0944,-2.61799,
-3.14159,2.27522,-2.61799,
-2.96077,2.27522,-2.61799,
-2.61799,2.27522,-2.61799,
-2.27522,2.27522,-2.61799,
-2.0944,2.27522,-2.61799,
-3.14159,2.61799,-2.61799,
-2.96077,2.61799,-2.61799,
-2.61799,2.61799,-2.61799,
-2.27522,2.61799,-2.61799,
-2.0944,2.61799,-2.61799,
-3.14159,2.96077,-2.61799,
-2.96077,2.96077,-2.61799,
-2.61799,2.96077,-2.61799,
-2.27522,2.96077,-2.61799,
-2.0944,2.96077,-2.61799,
-3.14159,3.14159,-2.61799,
-2.96077,3.14159,-2.61799,
-2.61799,3.14159,-2.61799,
-2.27522,3.14159,-2.61799,
-2.0944,3.14159,-2.61799,
-3.14159,2.0944,-2.27522,
-2.96077,2.0944,-2.27522,
-2.61799,2.0944,-2.27522,
-2.27522,2.0944,-2.27522,
-2.0944,2.0944,-2.27522,
-3.14159,2.27522,-2.27522,
-2.96077,2.27522,-2.27522,
-2.61799,2.27522,-2.27522,
-2.27522,2.27522,-2.27522,
-2.0944,2.27522,-2.27522,
-3.14159,2.61799,-2.27522,
-2.96077,2.61799,-2.27522,
-2.61799,2.61799,-2.27522,
-2.27522,2.61799,-2.27522,
-2.0944,2.61799,-2.27522,
-3.14159,2.96077,-2.27522,
-2.96077,2.96077,-2.27522,
-2.61799,2.96077,-2.27522,
-2.27522,2.96077,-2.27522,
-2.0944,2.96077,-2.27522,
-3.14159,3.14159,-2.27522,
-2.96077,3.14159,-2.27522,
-2.61799,3.14159,-2.27522,
-2.27522,3.14159,-2.27522,
-2.0944,3.14159,-2.27522,
-3.14159,2.0944,-2.0944,
-2.96077,2.0944,-2.0944,
-2.61799,2.0944,-2.0944,
-2.27522,2.0944,-2.0944,
-2.0944,2.0944,-2.0944,
-3.14159,2.27522,-2.0944,
-2.96077,2.27522,-2.0944,
-2.61799,2.27522,-2.0944,
-2.27522,2.27522,-2.0944,
-2.0944,2.27522,-2.0944,
-3.14159,2.61799,-2.0944,
-2.96077,2.61799,-2.0944,
-2.61799,2.61799,-2.0944,
-2.27522,2.61799,-2.0944,
-2.0944,2.61799,-2.0944,
-3.14159,2.96077,-2.0944,
-2.96077,2.96077,-2.0944,
-2.61799,2.96077,-2.0944,
-2.27522,2.96077,-2.0944,
-2.0944,2.96077,-2.0944,
-3.14159,3.14159,-2.0944,
-2.96077,3.14159,-2.0944,
-2.61799,3.14159,-2.0944,
-2.27522,3.14159,-2.0944,
-2.0944,3.14159,-2.0944,
-3.14159,2.0944,-2.0944,
-2.96077,2.0944,-2.0944,
-2.61799,2.0944,-2.0944,
-2.27522,2.0944,-2.0944,
-2.0944,2.0944,-2.0944,
-3.14159,2.27522,-2.0944,
-2.96077,2.27522,-2.0944,
-2.61799,2.27522,-2.0944,
-2.27522,2.27522,-2.0944,
-2.0944,2.27522,-2.0944,
-3.14159,2.61799,-2.0944,
-2.96077,2.61799,-2.0944,
-2.61799,2.61799,-2.0944,
-2.27522,2.61799,-2.0944,
-2.0944,2.61799,-2.0944,
-3.14159,2.96077,-2.0944,
-2.96077,2.96077,-2.0944,
-2.61799,2.96077,-2.0944,
-2.27522,2.96077,-2.0944,
-2.0944,2.96077,-2.0944,
-3.14159,3.14159,-2.0944,
-2.96077,3.14159,-2.0944,
-2.61799,3.14159,-2.0944,
-2.27522,3.14159,-2.0944,
-2.0944,3.14159,-2.0944,
-3.14159,2.0944,-1.91357,
-2.96077,2.0944,-1.91357,
-2.61799,2.0944,-1.91357,
-2.27522,2.0944,-1.91357,
-2.0944,2.0944,-1.91357,
-3.14159,2.27522,-1.91357,
-2.96077,2.27522,-1.91357,
-2.61799,2.27522,-1.91357,
-2.27522,2.27522,-1.91357,
-2.0944,2.27522,-1.91357,
-3.14159,2.61799,-1.91357,
-2.96077,2.61799,-1.91357,
-2.61799,2.61799,-1.91357,
-2.27522,2.61799,-1.91357,
-2.0944,2.61799,-1.91357,
-3.14159,2.96077,-1.91357,
-2.96077,2.96077,-1.91357,
-2.61799,2.96077,-1.91357,
-2.27522,2.96077,-1.91357,
-2.0944,2.96077,-1.91357,
-3.14159,3.14159,-1.91357,
-2.96077,3.14159,-1.91357,
-2.61799,3.14159,-1.91357,
